연번,상가유형,호선,역명,상가번호,면적(제곱미터),영업업종,계약시작일자,계약종료일자,월임대료,사업진행단계
824,개별(일반),5호선,청구(5)역,537-305,18,식음료,2023-06-26,2028-07-26,2450000,
825,네트워크,5호선,신금호역,538-101,39.14,편의점,2023-09-22,2028-10-04,3178500,
826,임대진행,5호선,신금호역,538-102,23.5,,,,,3단계. 감정평가
827,네트워크,5호선,행당역,539-101,41.46,편의점,2023-09-22,2028-10-04,4095000,
828,개별(일반),5호선,행당역,539-301,30.84,플라워,2023-04-24,2028-05-24,1258300,
829,공실,5호선,행당역,539-302,39,,,,,2단계. 시설물 점검
830,개별(일반),5호선,행당역,539-303,46.78,패션잡화,2021-05-10,2026-06-09,2200000,
831,네트워크,5호선,왕십리(5)역,540-201,40,편의점,2023-09-22,2028-10-04,2808000,
832,네트워크,5호선,왕십리(5)역,540-202,10.3,플라워,2022-10-27,2028-02-24,566257,
833,네트워크,5호선,왕십리(5)역,540-203,50.84,화장품,2020-12-23,2026-03-23,3968788,
834,네트워크,5호선,왕십리(5)역,540-401,204,공유오피스,2021-05-07,2026-11-03,2556015,
835,개별(일반),5호선,왕십리(5)역,540-402,53.75,패션잡화,2023-04-24,2028-05-24,2175000,
836,개별(일반),5호선,왕십리(5)역,540-404,53.7,패션잡화,2024-06-27,2029-07-27,2200000,
837,개별(일반),5호선,왕십리(5)역,540-405,55.83,패션잡화,2019-12-18,2025-01-16,3640000,
838,개별(일반),5호선,왕십리(5)역,540-406,50,사무실,2023-09-18,2028-10-18,567800,
839,임대진행,5호선,왕십리(5)역,540-407,84.48,,,,,3단계. 감정평가
840,개별(일반),5호선,왕십리(5)역,540-408,37,패션잡화,2023-05-19,2028-06-18,2660000,
841,개별(일반),5호선,왕십리(5)역,540-409,37,패션잡화,2023-07-14,2028-08-13,2383300,
842,개별(일반),5호선,왕십리(5)역,540-410,73.57,패션잡화,2021-05-10,2026-06-09,4030000,
843,네트워크,5호선,마장역,541-101,30,편의점,2023-09-22,2028-10-04,2964000,
844,개별(일반),5호선,답십리역,542-101,50,패션잡화,2020-06-15,2025-07-15,1250000,
845,개별(일반),5호선,답십리역,542-103,61.97,기타,2019-11-12,2024-12-11,421600,
846,개별(일반),5호선,답십리역,542-104,57.89,식음료,2020-08-03,2025-09-02,4560000,
847,개별(일반),5호선,답십리역,542-202,25.5,플라워,2019-08-24,2024-09-22,1800000,
848,개별(일반),5호선,답십리역,542-203,35.8,패션잡화,2023-11-15,2028-12-15,1855000,
849,네트워크,5호선,답십리역,542-204,40,편의점,2023-09-22,2028-10-04,2476500,
850,개별(일반),5호선,답십리역,542-205,28.86,식음료,2022-01-17,2027-02-16,2200000,
851,개별(일반),5호선,장한평역,543-102,31.9,패션잡화,2021-05-10,2026-06-09,2260000,
852,네트워크,5호선,장한평역,543-103,52.8,편의점,2023-09-22,2028-10-04,5206500,
853,네트워크,5호선,장한평역,543-201,29.8,식음료,2021-09-06,2026-11-05,4296737,
854,네트워크,5호선,장한평역,543-202,35.62,식음료,2024-01-15,2029-03-25,1813152,
855,네트워크,5호선,장한평역,543-203,31.98,기타,2022-09-07,2028-02-04,2161133,
856,개별(일반),5호선,군자(5)역,544-103,148.7,패션잡화,2023-10-04,2028-11-18,7100000,
857,개별(일반),5호선,군자(5)역,544-107,44.67,화장품,2020-02-20,2025-03-21,3600000,
858,네트워크,5호선,아차산역,545-101,19.6,식음료,2021-09-06,2026-11-05,3182079,
859,개별(일반),5호선,아차산역,545-102,19.6,패션잡화,2024-05-07,2029-06-06,2637000,
860,개별(일반),5호선,아차산역,545-103,31.21,패션잡화,2020-12-31,2026-01-30,2930000,
861,네트워크,5호선,아차산역,545-201,48.37,패션잡화,2023-07-08,2025-07-07,3594115,
862,네트워크,5호선,아차산역,545-202,28.72,편의점,2023-09-22,2028-10-04,4660500,
863,개별(일반),5호선,아차산역,545-203,44.22,식음료,2018-12-28,2029-01-26,2975000,
864,네트워크,5호선,광나루역,546-101,53.26,패션잡화,2023-07-08,2025-07-07,3766731,
865,개별(일반),5호선,광나루역,546-201,62.2,식음료,2020-09-18,2025-10-18,3063600,
866,네트워크,5호선,광나루역,546-202,45,편의점,2023-09-22,2028-10-04,6922500,
867,개별(일반),5호선,광나루역,546-203,17.86,플라워,2018-10-23,2028-11-21,2221600,
868,복합,5호선,천호(5)역,547-101,210,패션잡화,2022-11-05,2027-11-04,28913500,
869,복합,5호선,천호(5)역,547-102,214.67,화장품,2022-11-05,2027-11-04,29064529,
870,복합,5호선,천호(5)역,547-103,142.68,패션잡화,2022-11-05,2027-11-04,19317683,
871,복합,5호선,천호(5)역,547-104,142.68,패션잡화,2022-11-05,2027-11-04,19317683,
872,복합,5호선,천호(5)역,547-105,120.19,패션잡화,2022-11-05,2027-11-04,16272724,
873,복합,5호선,천호(5)역,547-106,138.17,패션잡화,2022-11-05,2027-11-04,14806067,
874,복합,5호선,천호(5)역,547-107,,패션잡화,2022-11-05,2027-11-04,,
875,복합,5호선,천호(5)역,547-110,38.58,패션잡화,2022-11-05,2027-11-04,5138535,
876,복합,5호선,천호(5)역,547-111,30.65,패션잡화,2022-11-05,2027-11-04,4082325,
877,복합,5호선,천호(5)역,547-112,30.65,패션잡화,2022-11-05,2027-11-04,4082325,
878,복합,5호선,천호(5)역,547-113,23.54,화장품,2022-11-05,2027-11-04,3135332,
879,복합,5호선,천호(5)역,547-114,23.54,화장품,2022-11-05,2027-11-04,3135332,
880,복합,5호선,천호(5)역,547-115,23.54,화장품,2022-11-05,2027-11-04,3135332,
881,복합,5호선,천호(5)역,547-116,47.32,패션잡화,2022-11-05,2027-11-04,6567227,
882,복합,5호선,천호(5)역,547-117,34.15,식음료,2022-11-05,2027-11-04,4739451,
883,복합,5호선,천호(5)역,547-119,34.17,패션잡화,2022-11-05,2027-11-04,4742227,
884,복합,5호선,천호(5)역,547-121,66.6,의약업,2022-11-05,2027-11-04,7893765,
885,복합,5호선,천호(5)역,547-122,72.11,식음료,2022-11-05,2027-11-04,8546838,
886,복합,5호선,천호(5)역,547-123,22.41,식음료,2022-11-05,2027-11-04,2656145,
887,복합,5호선,천호(5)역,547-124,23.42,편의점,2022-11-05,2027-11-04,2775855,
888,복합,5호선,천호(5)역,547-125,19.59,식음료,2022-11-05,2027-11-04,2321905,
889,복합,5호선,천호(5)역,547-126,38.7,사무실,2022-11-05,2027-11-04,1309027,
890,복합,5호선,천호(5)역,547-127,23.92,기타,2022-11-05,2027-11-04,3185944,
891,복합,5호선,천호(5)역,547-128,47.55,패션잡화,2022-11-05,2027-11-04,6333264,
892,복합,5호선,천호(5)역,547-201,22.38,패션잡화,2022-11-05,2027-11-04,2069963,
893,복합,5호선,천호(5)역,547-202,56.22,패션잡화,2022-11-05,2027-11-04,5199881,
894,복합,5호선,천호(5)역,547-203,238.24,식음료,2022-11-05,2027-11-04,22035215,
895,개별(일반),5호선,강동역,548-101,15,식음료,2020-03-02,2025-04-01,2842500,
896,개별(일반),5호선,강동역,548-102,15,패션잡화,2019-12-20,2025-01-18,2638000,
897,네트워크,5호선,강동역,548-103,57.26,편의점,2023-09-22,2028-10-04,6532500,
898,개별(일반),5호선,강동역,548-104,24.44,패션잡화,2020-10-23,2025-11-22,1880000,
899,공실,5호선,강동역,548-302,31.58,,,,,2단계. 시설물 점검
900,공실,5호선,강동역,548-303,20.44,,,,,2단계. 시설물 점검
901,공실,5호선,강동역,548-304,96.47,,,,,1단계. 사업계획 수립중
902,공실,5호선,강동역,548-305,202.41,,,,,1단계. 사업계획 수립중
903,공실,5호선,강동역,548-306,16.4,,,,,1단계. 사업계획 수립중
904,네트워크,5호선,길동역,549-101,31.82,편의점,2023-09-22,2028-10-04,2281500,
905,네트워크,5호선,굽은다리역,550-101,30,편의점,2023-09-22,2028-10-04,3607500,
906,네트워크,5호선,굽은다리역,550-102,14.5,기타,2022-09-07,2028-02-04,196467,
907,네트워크,5호선,굽은다리역,550-103,34.43,식음료,2024-01-15,2029-03-25,1730736,
908,개별(일반),5호선,굽은다리역,550-104,34.43,패션잡화,2020-09-18,2025-10-18,2516600,
909,공실,5호선,굽은다리역,550-105,23,,,,,2단계. 시설물 점검
910,네트워크,5호선,명일역,551-101,30,편의점,2023-09-22,2028-10-04,3412500,
911,개별(일반),5호선,명일역,551-102,44.27,패션잡화,2018-10-23,2028-11-21,2373300,
912,개별(일반),5호선,명일역,551-103,25.05,무인프린트,2022-10-31,2027-11-30,894900,
913,네트워크,5호선,명일역,551-104,29.77,기타,2023-06-05,2028-08-14,1067719,
914,네트워크,5호선,고덕역,552-101,28.62,편의점,2023-09-22,2028-10-04,3354000,
915,개별(일반),5호선,고덕역,552-102,42.94,식음료,2022-12-15,2028-01-14,5555500,
916,네트워크,5호선,상일동역,553-101,31.46,편의점,2023-09-22,2028-10-04,3588000,
917,개별(일반),5호선,상일동역,553-103,17.92,식음료,2017-09-16,2024-10-15,1201900,
918,네트워크,5호선,둔촌동역,554-101,29,편의점,2023-09-22,2028-10-04,3295500,
919,개별(일반),5호선,둔촌동역,554-102,28.71,식음료,2023-05-19,2028-06-18,2273000,
920,개별(일반),5호선,둔촌동역,554-103,13.5,식음료,2019-12-21,2025-01-19,2065000,
921,네트워크,5호선,둔촌동역,554-104,31.17,식음료,2024-01-15,2029-03-25,2637312,
922,개별(일반),5호선,둔촌동역,554-105,49.53,패션잡화,2023-05-26,2028-06-25,3900000,
923,네트워크,5호선,올림픽공원역,555-201,37.2,편의점,2023-09-22,2028-10-04,2437500,
924,개별(일반),5호선,방이역,556-101,19.3,패션잡화,2022-04-28,2027-05-28,1030000,
925,네트워크,5호선,방이역,556-102,36.48,편의점,2023-09-22,2028-10-04,3978000,
926,네트워크,5호선,오금(5)역,557-101,27.38,편의점,2023-09-22,2028-10-04,2691000,
927,네트워크,5호선,개롱역,558-101,40,편의점,2023-09-22,2028-10-04,3490500,
928,네트워크,5호선,거여역,559-101,28.98,편의점,2023-09-22,2028-10-04,3159000,
929,네트워크,5호선,마천역,560-201,30,편의점,2023-09-22,2028-10-04,2944500,
930,공실,5호선,강일역,561-201,72.56,,,,,1단계. 사업계획 수립중
931,공실,5호선,강일역,561-202,91.96,,,,,1단계. 사업계획 수립중
932,네트워크,6호선,응암역,610-101,34.64,식음료,2021-09-06,2026-11-05,7940972,
933,네트워크,6호선,응암역,610-102,30,기타,2023-06-05,2028-08-14,2032373,
934,네트워크,6호선,응암역,610-103,50,식음료,2022-12-02,2028-04-01,3959838,
935,네트워크,6호선,응암역,610-104,31,화장품,2022-08-01,2027-12-29,2214894,
936,개별(일반),6호선,응암역,610-105,15,패션잡화,2022-10-25,2027-11-24,1562000,
937,네트워크,6호선,응암역,610-201,38.8,편의점,2022-02-03,2027-05-04,12005352,
938,네트워크,6호선,역촌역,611-101,31.5,편의점,2022-02-03,2027-05-04,2585123,
939,임대진행,6호선,역촌역,611-102,72,,,,,4단계. 방침수립
940,임대진행,6호선,역촌역,611-103,37,,,,,4단계. 방침수립
941,임대진행,6호선,역촌역,611-104,37,,,,,4단계. 방침수립
942,개별(일반),6호선,불광(6)역,612-101,43,기타,2020-02-24,2025-02-24,495000,
943,임대진행,6호선,불광(6)역,612-103,47,,,,,3단계. 감정평가
944,네트워크,6호선,불광(6)역,612-202,30,편의점,2022-02-03,2027-05-04,898305,
945,네트워크,6호선,독바위역,613-101,31.3,편의점,2022-02-03,2027-05-04,1839752,
946,네트워크,6호선,연신내(6)역,614-101,44,편의점,2022-02-03,2027-05-04,8734634,임대보류(GTX공사)
947,개별(일반),6호선,연신내(6)역,614-301,12,식음료,2020-02-24,2025-03-25,1386900,임대보류(GTX공사)
948,공실,6호선,연신내(6)역,614-302,26.6,,,,,1단계. 사업계획 수립중
949,네트워크,6호선,구산역,615-101,33.2,편의점,2022-02-03,2027-05-04,5228359,
950,개별(일반),6호선,구산역,615-103,30,패션잡화,2024-05-02,2029-06-01,1700500,
951,네트워크,6호선,구산역,615-104,33,밀키트,2023-06-23,2028-09-01,898612,
952,공실,6호선,새절역,616-101,43.6,,,,,1단계. 사업계획 수립중
953,네트워크,6호선,새절역,616-102,25,편의점,2022-02-03,2027-05-04,6460036,
954,개별(일반),6호선,새절역,616-103,30.14,패션잡화,2021-03-18,2026-04-17,3780000,
955,개별(일반),6호선,새절역,616-104,26,패션잡화,2018-10-23,2028-11-21,3604600,
956,네트워크,6호선,증산역,617-101,28,편의점,2022-02-03,2027-05-04,5775771,
957,공실,6호선,증산역,617-102,31,,,,,1단계. 사업계획 수립중
958,네트워크,6호선,증산역,617-103,37,기타,2022-09-07,2028-02-04,1768200,
959,네트워크,6호선,증산역,617-104,29,화장품,2022-08-01,2027-12-29,1414221,
960,개별(일반),6호선,증산역,617-105,48,패션잡화,2024-05-24,2029-06-23,2650000,
961,개별(일반),6호선,디지털미디어시티역,618-003,95.86,의약업,2016-10-20,2027-01-18,3882000,
962,개별(대형),6호선,디지털미디어시티역,618-004,212.39,의약업,2016-10-21,2027-01-19,4970000,
963,네트워크,6호선,디지털미디어시티역,618-101,31.64,패션잡화,2023-07-17,2028-08-31,1805480,
964,네트워크,6호선,디지털미디어시티역,618-102,33,편의점,2022-02-03,2027-05-04,4574703,
965,개별(일반),6호선,디지털미디어시티역,618-103,30,패션잡화,2023-10-12,2028-11-11,1350000,
966,개별(일반),6호선,디지털미디어시티역,618-104,110,기타,2024-04-02,2029-05-17,3000000,
967,공실,6호선,디지털미디어시티역,618-106,40,,,,,2단계. 시설물 점검
968,공실,6호선,디지털미디어시티역,618-107,30,,,,,1단계. 사업계획 수립중
969,공실,6호선,디지털미디어시티역,618-108,81,,,,,1단계. 사업계획 수립중
970,네트워크,6호선,디지털미디어시티역,618-109,33,화장품,2022-08-01,2027-12-29,1684136,
971,네트워크,6호선,월드컵경기장역,619-201,43,편의점,2022-02-03,2027-05-04,2765893,
972,네트워크,6호선,마포구청역,620-101,39,편의점,2022-02-03,2027-05-04,6487761,
973,임대진행,6호선,마포구청역,620-102,32.58,,,,,5단계. 입찰공고
974,개별(일반),6호선,마포구청역,620-104,73,사무실,2022-03-11,2027-04-10,508200,
975,개별(일반),6호선,마포구청역,620-201,40,패션잡화,2024-01-15,2029-02-14,1383300,
976,네트워크,6호선,마포구청역,620-202,51,화장품,2022-08-01,2027-12-29,1793009,
977,개별(일반),6호선,마포구청역,620-204,44,기타,2024-05-23,2029-06-22,757200,
978,네트워크,6호선,망원역,621-101,28,편의점,2022-02-03,2027-05-04,5682613,
979,개별(일반),6호선,망원역,621-102,45.17,패션잡화,2021-11-17,2026-12-17,2120000,
980,네트워크,6호선,망원역,621-103,29,화장품,2022-08-01,2027-12-29,1052443,
981,개별(일반),6호선,망원역,621-104,50,무인프린트,2023-06-19,2028-07-19,1333300,
982,네트워크,6호선,망원역,621-105,39,식음료,2023-02-27,2028-05-28,3545670,
983,개별(일반),6호선,합정(6)역,622-101,28.51,식음료,2021-03-15,2026-04-14,4033300,
984,공실,6호선,합정(6)역,622-102,37.67,,,,,1단계. 사업계획 수립중
985,네트워크,6호선,합정(6)역,622-103,45,편의점,2022-02-03,2027-05-04,14622415,
986,개별(일반),6호선,합정(6)역,622-106,58,플라워,2023-10-04,2028-11-03,7287800,
987,개별(일반),6호선,합정(6)역,622-107,42.41,기타,2024-02-08,2029-03-09,4510000,
988,복합,6호선,합정(6)역,622-108,50,의약업,2022-08-11,2028-01-08,3443200,
989,복합,6호선,합정(6)역,622-109,60,의약업,2022-08-11,2028-01-08,6045050,
990,복합,6호선,합정(6)역,622-117,75,의약업,2022-08-11,2028-01-08,5169950,
991,개별(일반),6호선,합정(6)역,622-301,11.7,패션잡화,2021-07-09,2026-08-08,4500000,
992,소송상가,6호선,합정(6)역,622-302,42.2,패션잡화,2017-02-22,2022-05-23,8057669,
993,개별(일반),6호선,합정(6)역,622-303,15.8,식음료,2022-04-28,2027-05-28,12570000,
994,개별(일반),6호선,합정(6)역,622-304,33.2,패션잡화,2023-10-04,2028-11-03,12315000,
995,소송상가,6호선,합정(6)역,622-305,90.4,패션잡화,2017-02-22,2022-05-23,14505111,
996,소송상가,6호선,합정(6)역,622-306,12.6,화장품,2017-02-22,2022-05-23,1986274,
997,네트워크,6호선,합정(6)역,622-307,22.54,플라워,2018-11-27,2029-01-25,3183550,
998,네트워크,6호선,합정(6)역,622-308,33.9,패션잡화,2022-12-16,2028-04-15,2942357,
999,네트워크,6호선,상수역,623-101,33,화장품,2023-08-09,2028-09-23,2599000,
1000,공실,6호선,상수역,623-102,33,,,,,2단계. 시설물 점검
1001,네트워크,6호선,상수역,623-201,35,편의점,2022-02-03,2027-05-04,7569055,
1002,네트워크,6호선,상수역,623-202,29,밀키트,2023-06-23,2028-09-01,919947,
1003,개별(일반),6호선,상수역,623-203,38,기타,2023-04-27,2028-05-27,2450000,
1004,개별(일반),6호선,상수역,623-204,41,플라워,2022-12-15,2028-01-14,2900000,
1005,네트워크,6호선,광흥창역,624-101,40,편의점,2022-02-03,2027-05-04,3992468,
1006,임대진행,6호선,광흥창역,624-102,25,,,,,5단계. 입찰공고
1007,공실,6호선,광흥창역,624-203,187,,,,,2단계. 시설물 점검
1008,네트워크,6호선,대흥역,625-101,45,편의점,2022-02-03,2027-05-04,7186443,
1009,개별(일반),6호선,대흥역,625-102,43.67,패션잡화,2019-11-19,2024-12-18,2870000,
1010,개별(일반),6호선,공덕(6)역,626-124,36,패션잡화,2023-03-27,2028-04-26,7821000,
1011,개별(일반),6호선,공덕(6)역,626-125,37,패션잡화,2020-02-24,2025-03-25,6671100,
1012,개별(일반),6호선,공덕(6)역,626-126,32,패션잡화,2024-06-21,2029-07-21,8549000,
1013,개별(일반),6호선,공덕(6)역,626-127,27,패션잡화,2022-06-09,2027-07-09,4120000,
1014,네트워크,6호선,공덕(6)역,626-128,24,화장품,2023-08-09,2028-09-23,7030000,
1015,네트워크,6호선,공덕(6)역,626-129,39.4,편의점,2022-02-03,2027-05-04,12977518,
1016,공실,6호선,공덕(6)역,626-130,30,,,,,1단계. 사업계획 수립중
1017,공실,6호선,공덕(6)역,626-131,22,,,,,2단계. 시설물 점검
1018,개별(일반),6호선,공덕(6)역,626-132,32,식음료,2020-07-16,2025-08-15,6880000,
1019,네트워크,6호선,공덕(6)역,626-133,48,식음료,2022-07-18,2027-10-16,6758939,
1020,개별(대형),6호선,공덕(6)역,626-135,165,식음료,2021-07-12,2026-07-12,23540000,
1021,개별(일반),6호선,공덕(6)역,626-136,112,패션잡화,2023-01-01,2023-12-31,10000000,
1022,공실,6호선,공덕(6)역,626-201,13.6,,,,,2단계. 시설물 점검
1023,네트워크,6호선,공덕(6)역,626-202,52,식음료,2022-12-02,2028-04-01,3299865,
1024,네트워크,6호선,효창공원앞역,627-101,43,편의점,2022-02-03,2027-05-04,6485543,
1025,개별(일반),6호선,효창공원앞역,627-102,33,패션잡화,2024-06-17,2029-07-17,1600000,
1026,공실,6호선,효창공원앞역,627-103,31,,,,,2단계. 시설물 점검
1027,공실,6호선,효창공원앞역,627-104,33,,,,,2단계. 시설물 점검
1028,네트워크,6호선,효창공원앞역,627-105,31,화장품,2022-08-01,2027-12-29,984397,
1029,임대진행,6호선,효창공원앞역,627-106,63,,,,,5단계. 입찰공고
1030,개별(일반),6호선,삼각지(6)역,628-165,258.2,사무실,2020-06-26,2025-06-25,1882000,
1031,네트워크,6호선,삼각지(6)역,628-301,31.8,편의점,2022-02-03,2027-05-04,4937353,
1032,개별(일반),6호선,삼각지(6)역,628-307,46,식음료,2024-01-26,2029-02-25,1600000,
1033,공실,6호선,삼각지(6)역,628-308,40,,,,,1단계. 사업계획 수립중
1034,네트워크,6호선,녹사평역,629-101,40,편의점,2022-02-03,2027-05-04,6254867,
1035,네트워크,6호선,이태원역,630-101,25,편의점,2022-02-03,2027-05-04,8483995,
1036,네트워크,6호선,이태원역,630-103,34,화장품,2022-08-01,2027-12-29,3123307,
1037,네트워크,6호선,한강진역,631-101,40,편의점,2022-02-03,2027-05-04,6033063,
1038,공실,6호선,한강진역,631-102,64,,,,,2단계. 시설물 점검
1039,개별(일반),6호선,한강진역,631-104,62,식음료,2020-07-06,2025-08-05,2133300,
1040,네트워크,6호선,한강진역,631-105,64,화장품,2022-08-01,2027-12-29,1524228,
1041,네트워크,6호선,약수(6)역,633-203,77,편의점,2022-02-03,2027-05-04,7685502,
1042,네트워크,6호선,신당(6)역,635-101,40,편의점,2022-02-03,2027-05-04,5456374,
1043,개별(일반),6호선,신당(6)역,635-103,73,패션잡화,2023-09-25,2028-10-25,3616600,
1044,공실,6호선,신당(6)역,635-105,30,,,,,1단계. 사업계획 수립중
1045,네트워크,6호선,신당(6)역,635-106,26,무인프린트,2022-08-30,2028-01-27,651324,
1046,개별(일반),6호선,신당(6)역,635-201,34.1,기타,2022-12-15,2028-01-14,3234800,
1047,공실,6호선,신당(6)역,635-202,142.14,,,,,2단계. 시설물 점검
1048,개별(일반),6호선,신당(6)역,635-203,30,플라워,2020-01-10,2025-02-08,1985000,
1049,네트워크,6호선,동묘앞(6)역,636-201,48,편의점,2022-02-03,2027-05-04,5163592,
1050,임대진행,6호선,동묘앞(6)역,636-203,33,,,,,3단계. 감정평가
1051,공실,6호선,동묘앞(6)역,636-204,33,,,,,2단계. 시설물 점검
1052,공실,6호선,동묘앞(6)역,636-205,56,,,,,2단계. 시설물 점검
1053,네트워크,6호선,동묘앞(6)역,636-207,43,화장품,2022-08-01,2027-12-29,1267922,
1054,네트워크,6호선,창신역,637-101,28,편의점,2022-02-03,2027-05-04,1956310,
1055,개별(일반),6호선,보문역,638-102,14.1,식음료,2023-10-04,2028-11-03,1700000,
1056,네트워크,6호선,보문역,638-103,35,편의점,2022-02-03,2027-05-04,5162483,
1057,개별(일반),6호선,보문역,638-105,24,패션잡화,2022-12-15,2028-01-14,1500000,
1058,네트워크,6호선,보문역,638-106,36,화장품,2022-08-01,2027-12-29,979861,
1059,공실,6호선,안암역,639-103,31,,,,,1단계. 사업계획 수립중
1060,공실,6호선,안암역,639-104,31,,,,,1단계. 사업계획 수립중
1061,개별(일반),6호선,안암역,639-105,17,식음료,2023-01-25,2028-02-24,1850000,
1062,네트워크,6호선,안암역,639-201,42.2,편의점,2022-02-03,2027-05-04,10717338,
1063,네트워크,6호선,안암역,639-202,40.99,화장품,2022-08-01,2027-12-29,2417302,
1064,개별(일반),6호선,안암역,639-204,27,기타,2023-09-04,2028-10-04,1296600,
1065,네트워크,6호선,고려대역,640-101,35,편의점,2022-02-03,2027-05-04,7763133,
1066,네트워크,6호선,고려대역,640-102,38.4,플라워,2022-10-27,2028-02-24,1080094,
1067,네트워크,6호선,고려대역,640-103,125,화상면접,2022-09-06,2028-01-04,1660862,
1068,네트워크,6호선,월곡역,641-101,35,편의점,2022-02-03,2027-05-04,8190105,
1069,임대진행,6호선,월곡역,641-102,27,,,,,3단계. 감정평가
1070,공실,6호선,월곡역,641-103,30,,,,,1단계. 사업계획 수립중
1071,개별(일반),6호선,월곡역,641-201,31.83,식음료,2018-11-27,2028-12-26,1087000,
1072,개별(일반),6호선,월곡역,641-202,16,식음료,2023-04-28,2028-05-28,350000,
1073,네트워크,6호선,월곡역,641-203,58,화장품,2022-08-01,2027-12-29,1315554,
1074,네트워크,6호선,상월곡역,642-201,38.4,편의점,2022-02-03,2027-05-04,3108802,
1075,네트워크,6호선,돌곶이역,643-101,37.8,편의점,2022-02-03,2027-05-04,6371979,
1076,네트워크,6호선,돌곶이역,643-102,53,패션잡화,2022-12-16,2028-04-15,1681541,
1077,개별(일반),6호선,돌곶이역,643-103,30,패션잡화,2023-11-23,2028-12-23,1283300,
1078,개별(일반),6호선,돌곶이역,643-104,41,패션잡화,2020-07-24,2025-08-23,3270000,
1079,네트워크,6호선,돌곶이역,643-105,22,기타,2022-09-07,2028-02-04,982333,
1080,개별(일반),6호선,돌곶이역,643-106,15,식음료,2022-08-30,2027-09-29,700000,
1081,개별(일반),6호선,돌곶이역,643-107,37,패션잡화,2022-10-31,2027-11-30,719300,
1082,개별(일반),6호선,석계역,644-102,72,패션잡화,2022-10-31,2027-11-30,1710000,
1083,공실,6호선,석계역,644-103,17,,,,,2단계. 시설물 점검
1084,공실,6호선,석계역,644-104,17,,,,,2단계. 시설물 점검
1085,임대진행,6호선,석계역,644-107,29,,,,,5단계. 입찰공고
1086,공실,6호선,석계역,644-201,12.5,,,,,1단계. 사업계획 수립중
1087,네트워크,6호선,석계역,644-202,25.7,식음료,2021-09-06,2026-11-05,6595610,
1088,네트워크,6호선,석계역,644-205,58,편의점,2022-02-03,2027-05-04,11771128,
1089,공실,6호선,석계역,644-208,66,,,,,2단계. 시설물 점검
1090,공실,6호선,석계역,644-209,30,,,,,2단계. 시설물 점검
1091,임대진행,6호선,석계역,644-211,33,,,,,5단계. 입찰공고
1092,네트워크,6호선,석계역,644-212,33,기타,2022-09-07,2028-02-04,2554067,
1093,공실,6호선,태릉입구(6)역,645-101,22.97,,,,,1단계. 사업계획 수립중
1094,개별(일반),6호선,태릉입구(6)역,645-103,31.5,패션잡화,2019-10-29,2024-11-27,1290000,
1095,개별(일반),6호선,태릉입구(6)역,645-104,40,식음료,2019-11-12,2024-12-11,1680000,
1096,개별(일반),6호선,태릉입구(6)역,645-106,36,패션잡화,2021-01-15,2026-03-01,729000,
1097,네트워크,6호선,태릉입구(6)역,645-109,39,플라워,2022-10-27,2028-02-24,906588,
1098,네트워크,6호선,태릉입구(6)역,645-110,78,패션잡화,2022-10-11,2028-02-08,2368090,
1099,네트워크,6호선,태릉입구(6)역,645-112,38,패션잡화,2023-01-16,2028-05-16,1890402,
1100,개별(일반),6호선,태릉입구(6)역,645-113,33,기타,2020-07-23,2025-08-22,1483300,
1101,임대진행,6호선,태릉입구(6)역,645-114,97,,,,,5단계. 입찰공고
1102,공실,6호선,태릉입구(6)역,645-301,27.27,,,,,2단계. 시설물 점검
1103,개별(일반),6호선,태릉입구(6)역,645-302,118,패션잡화,2023-08-17,2028-10-01,16510300,
1104,네트워크,6호선,화랑대역,646-101,30,편의점,2022-02-03,2027-05-04,5423103,
1105,네트워크,6호선,화랑대역,646-102,34.6,밀키트,2023-06-23,2028-09-01,1003697,
1106,개별(일반),6호선,화랑대역,646-103,32,패션잡화,2019-08-24,2024-09-22,1130000,
1107,네트워크,6호선,화랑대역,646-104,80,화장품,2023-08-09,2028-09-23,3740000,
1108,개별(일반),6호선,화랑대역,646-106,28,식음료,2020-07-06,2025-08-05,4014800,
1109,네트워크,6호선,화랑대역,646-107,35,기타,2022-09-07,2028-02-04,785867,
1110,네트워크,6호선,봉화산역,647-101,47,편의점,2022-02-03,2027-05-04,5003894,
1111,공실,6호선,봉화산역,647-102,87,,,,,2단계. 시설물 점검
1112,임대진행,6호선,봉화산역,647-105,33,,,,,3단계. 감정평가
1113,개별(일반),6호선,봉화산역,647-107,27,기타,2020-07-06,2025-08-05,1130000,
1114,개별(일반),7호선,도봉산역,710-006,36,패션잡화,2022-11-14,2027-12-14,1310000,
1115,개별(일반),7호선,도봉산역,710-007,44,식음료,2020-07-24,2025-08-23,1110000,
1116,개별(일반),7호선,도봉산역,710-008,38,식음료,2020-07-02,2025-08-01,1083300,
1117,개별(대형),7호선,수락산역,711-102,47.43,사무실,2019-05-08,2024-10-11,163900,
1118,공실,7호선,수락산역,711-201,40.08,,,,,2단계. 시설물 점검
1119,네트워크,7호선,수락산역,711-202,37.88,편의점,2020-02-13,2025-04-12,8858850,
1120,개별(일반),7호선,수락산역,711-203,56.48,패션잡화,2019-10-29,2024-11-27,1670000,
1121,공실,7호선,수락산역,711-205,43,,,,,2단계. 시설물 점검
1122,공실,7호선,수락산역,711-206,44,,,,,2단계. 시설물 점검
