전철역코드,외부코드,전철역명,호선,정류장명,정류장ID,(X)좌표,(Y)좌표
313,323,녹번,3,녹번역,12369,194307,455807
313,323,녹번,3,녹번동대림JR아파트앞,12421,194443,455533
240,240,신촌,2,신촌로터리,14204,194244,450507
240,240,신촌,2,신촌전철역,14811,194245,450728
240,240,신촌,2,신촌전철역,14812,194292,450658
240,240,신촌,2,신촌전철역,14228,194300,450657
240,240,신촌,2,신촌로터리,14205,194319,450510
240,240,신촌,2,명물거리,13146,194413,450797
240,240,신촌,2,신촌로터리,14168,194424,450482
240,240,신촌,2,신촌로터리,14169,194459,450452
240,240,신촌,2,신촌역2호선,13142,194591,450707
2742,740,장승배기,7,상도초등학교입구,20149,194410,444878
2742,740,장승배기,7,장승배기역,20151,194565,445031
2742,740,장승배기,7,상도2동파출소앞,20197,194629,444941
2742,740,장승배기,7,상도2동파출소앞,20198,194637,444994
2742,740,장승배기,7,동작문화복지센터,20152,194766,445059
229,229,봉천,2,봉천역,21258,194879,442627
229,229,봉천,2,봉천역,21832,194885,442572
229,229,봉천,2,봉천역,21831,194942,442518
229,229,봉천,2,관악초등학교,21119,194982,442516
229,229,봉천,2,관악초등학교,21106,194989,442555
4117,917,노량진,9,노량진역,20211,194772,446033
4117,917,노량진,9,노량진역,20601,194779,445994
4117,917,노량진,9,노량진역,20114,194876,446002
1708,P149,금정,1,금정역,40070,194882,430273
1708,P149,금정,1,금정역,40060,194890,430248
1708,P149,금정,1,금정역,40090,194985,430270
1708,P149,금정,1,금정역,40092,194990,430168
1708,P149,금정,1,금정동,40096,195093,429896
2626,625,대흥,6,대흥역,14174,194787,449850
2626,625,대흥,6,대흥역,14175,194962,449786
2626,625,대흥,6,대흥역,14176,195010,449724
2626,625,대흥,6,서강대학교후문,14212,195033,450084
2626,625,대흥,6,마포문화센터,14293,195047,450051
1004,136,노량진,1,노량진역,20211,194772,446033
1004,136,노량진,1,노량진역,20601,194779,445994
1004,136,노량진,1,노량진역,20114,194876,446002
1004,136,노량진,1,노량진역,20115,195013,446053
1458,443,금정,4,산본1동,40065,194877,430469
1458,443,금정,4,금정역,40070,194882,430273
1458,443,금정,4,금정역,40060,194890,430248
1458,443,금정,4,산본1동,40059,194894,430425
1458,443,금정,4,산본1동,40064,194907,430476
1458,443,금정,4,산본1동,40066,194925,430433
1458,443,금정,4,금정역,40090,194985,430270
1458,443,금정,4,금정역,40092,194990,430168
314,324,홍제,3,홍제역,13779,195029,454370
314,324,홍제,3,홍제역,13780,195091,454360
314,324,홍제,3,홍제역,13623,195097,454305
314,324,홍제,3,홍제역,13125,195190,454206
314,324,홍제,3,홍제역,13126,195190,454258
241,241,이대,2,이화여대입구,13254,195129,450823
241,241,이대,2,이대역,14207,195139,450781
241,241,이대,2,이대입구역,13770,195161,450825
241,241,이대,2,이대입구역,14808,195164,450782
241,241,이대,2,이대역,14208,195207,450705
241,241,이대,2,대흥교회,14210,195208,450510
241,241,이대,2,이대역,14209,195232,450703
241,241,이대,2,대흥교회,14211,195235,450526
241,241,이대,2,이대역,13140,195310,450834
241,241,이대,2,이대역,14213,195365,450796
2529,528,마포,5,마포역,14132,195205,448918
2529,528,마포,5,마포역,14002,195298,448980
2529,528,마포,5,마포역,14803,195327,449032
2529,528,마포,5,마포역,14001,195403,449050
1709,P150,군포,1,군포역,40008,195210,428141
1709,P150,군포,1,군포역,40007,195265,428328
1709,P150,군포,1,군포1동사무소,40006,195268,428309
2741,739,상도,7,상도2동대림아파트,20155,195303,444991
2741,739,상도,7,상도시장,20160,195458,444692
2741,739,상도,7,상도터널상도동,20159,195537,444939
2741,739,상도,7,상도시장,20161,195537,444649
2741,739,상도,7,상도터널상도동,20158,195539,445001
1457,442,범계,4,범계역,56023,195560,432343
1457,442,범계,4,범계역,56022,195590,432315
315,325,무악재,3,무악재역,13249,195538,453761
315,325,무악재,3,무악재역,13781,195574,453693
315,325,무악재,3,무악재역,13782,195615,453692
315,325,무악재,3,무악재역,13129,195634,453641
315,325,무악재,3,안산초교무악재역,13130,195706,453455
2627,626,공덕,6,한국산업인력공단,14180,195522,449442
2627,626,공덕,6,한국산업인력공단,14179,195525,449475
2627,626,공덕,6,공덕역,14003,195662,449349
2627,626,공덕,6,공덕역,14004,195702,449450
2627,626,공덕,6,공덕역,14153,195709,449336
2627,626,공덕,6,공덕오거리,14149,195828,449309
2627,626,공덕,6,아현동주민센터,14005,195839,449656
2627,626,공덕,6,공덕오거리,14150,195843,449265
2627,626,공덕,6,공덕시장,14141,195859,449439
2627,626,공덕,6,공덕역,14806,195869,449442
2530,529,공덕,5,한국산업인력공단,14180,195522,449442
2530,529,공덕,5,한국산업인력공단,14179,195525,449475
2530,529,공덕,5,서울대동창회관,14152,195648,449205
2530,529,공덕,5,공덕역,14003,195662,449349
2530,529,공덕,5,공덕역,14004,195702,449450
2530,529,공덕,5,공덕역,14153,195709,449336
2530,529,공덕,5,공덕오거리,14149,195828,449309
2530,529,공덕,5,아현동주민센터,14005,195839,449656
2530,529,공덕,5,공덕오거리,14150,195843,449265
2530,529,공덕,5,공덕시장,14141,195859,449439
2530,529,공덕,5,공덕역,14806,195869,449442
228,228,서울대입구,2,봉천사거리,21104,195668,442473
228,228,서울대입구,2,서울대학교입구전철역,21833,195705,442468
228,228,서울대입구,2,관악구청,21139,195772,442214
228,228,서울대입구,2,관악구청,21834,195780,442282
228,228,서울대입구,2,서울대입구역,21330,195794,442369
228,228,서울대입구,2,서울대입구역,21252,195822,442330
228,228,서울대입구,2,봉천동중앙시장,21138,195917,442632
228,228,서울대입구,2,봉천동중앙시장,21131,195953,442612
228,228,서울대입구,2,봉천사거리,21121,195994,442321
2740,738,숭실대입구,7,숭실대입구역,20164,195833,444149
2740,738,숭실대입구,7,숭실대입구역,20165,195875,444085
2740,738,숭실대입구,7,숭실대입구역,20166,195910,444118
242,242,아현,2,아현역,13138,196213,450892
242,242,아현,2,아현역,13769,196226,450891
242,242,아현,2,아현역,14807,196226,450853
242,242,아현,2,굴레방다리,14215,196242,450853
2531,530,애오개,5,마포경찰서,14008,196052,450145
2531,530,애오개,5,아현초등학교,14009,196210,450512
2531,530,애오개,5,아현초등학교,14010,196231,450602
316,326,독립문,3,독립문역,13250,196140,452891
316,326,독립문,3,독립문역,1165,196200,452884
316,326,독립문,3,독립문역,1166,196263,452815
316,326,독립문,3,독립문역,13132,196334,452670
316,326,독립문,3,독립문역,1167,196406,452650
2628,627,효창공원앞,6,새마을금고,3313,196415,448637
2628,627,효창공원앞,6,새마을금고,3312,196425,448624
2628,627,효창공원앞,6,중앙하이츠빌라앞,3245,196461,448730
2628,627,효창공원앞,6,중앙하이츠빌라앞,3246,196463,448711
2628,627,효창공원앞,6,효창공원역,3242,196558,448815
2628,627,효창공원앞,6,효창공원앞역,3180,196625,448835
2628,627,효창공원앞,6,효창동주민센터,3241,196635,449090
2628,627,효창공원앞,6,효창공원앞역,3179,196646,448862
227,227,낙성대,2,낙성대입구,21123,196542,442052
227,227,낙성대,2,낙성대입구,21102,196629,442059
227,227,낙성대,2,서울미술고인헌중고,21101,196931,441911
4119,919,흑석,9,중앙대학교,20194,196585,445381
4119,919,흑석,9,중앙대학교,20195,196598,445455
4119,919,흑석,9,중앙대학교,20196,196636,445491
4119,919,흑석,9,흑석1동빗물펌프장,20125,196757,445435
4119,919,흑석,9,흑석2동명수대현대아파트,20224,196875,445368
4119,919,흑석,9,흑석2동명수대현대아파트,20127,196897,445401
4119,919,흑석,9,흑석2동명수대현대아파트,20126,196910,445343
4119,919,흑석,9,흑석동,20783,196914,445338
4119,919,흑석,9,흑석동,20782,196946,445362
243,243,충정로,2,충정로역5호선,13239,196748,451290
243,243,충정로,2,충정로역,13768,196756,451211
243,243,충정로,2,충정로역,13767,196770,451343
243,243,충정로,2,충정로역2호선,13137,196823,451126
243,243,충정로,2,충정로역5호선,13238,196831,451361
243,243,충정로,2,충정로역2호선,13253,196839,451138
243,243,충정로,2,종근당,2107,196863,451115
243,243,충정로,2,충정로역,13766,196868,451117
2532,531,충정로,5,충정로역5호선,13239,196748,451290
2532,531,충정로,5,충정로역,13768,196756,451211
2532,531,충정로,5,충정로역,13767,196770,451343
2532,531,충정로,5,충정로역2호선,13137,196823,451126
2532,531,충정로,5,충정로역5호선,13238,196831,451361
2532,531,충정로,5,충정로역2호선,13253,196839,451138
2532,531,충정로,5,종근당,2107,196863,451115
2532,531,충정로,5,충정로역,13766,196868,451117
1003,135,용산,1,전자상가관광터미널,3252,196814,448116
1003,135,용산,1,전자상가관광터미널,3251,196816,448147
1003,135,용산,1,용산역광장앞,3258,196999,447715
1003,135,용산,1,용산역,3255,197031,447783
1003,135,용산,1,신용산역,3004,197050,447608
1003,135,용산,1,용산역,3119,197062,447643
1290,K110,용산,K,전자상가관광터미널,3252,196814,448116
1290,K110,용산,K,전자상가관광터미널,3251,196816,448147
1290,K110,용산,K,용산역광장앞,3258,196999,447715
1290,K110,용산,K,용산역,3255,197031,447783
1290,K110,용산,K,신용산역,3004,197050,447608
1290,K110,용산,K,용산역,3119,197062,447643
2533,532,서대문,5,미동초등학교,13240,196913,451611
2533,532,서대문,5,서대문사거리,13135,196947,451914
2533,532,서대문,5,서대문경찰서,2262,197131,451755
2533,532,서대문,5,바비엥스위트,2664,197142,451735
2533,532,서대문,5,서대문경찰서,2113,197155,451712
2533,532,서대문,5,서대문경찰서,13252,197176,451588
429,429,신용산,4,용산역광장앞,3258,196999,447715
429,429,신용산,4,신용산역,3003,197013,447534
429,429,신용산,4,용산역,3255,197031,447783
429,429,신용산,4,신용산역,3004,197050,447608
429,429,신용산,4,용산역,3119,197062,447643
429,429,신용산,4,신용산역,3254,197123,447790
429,429,신용산,4,신용산역,3253,197152,447837
2739,737,남성,7,남성역,20179,197402,442814
2739,737,남성,7,남성역,20178,197413,442838
2739,737,남성,7,사당시장,20181,197619,442673
2739,737,남성,7,사당시장,20180,197649,442687
1002,134,남영,1,용산경찰서,3140,197267,448949
1002,134,남영,1,용산경찰서원효2가방향,3139,197277,449004
1002,134,남영,1,남영역,3131,197409,449032
1002,134,남영,1,남영역,3230,197431,449195
1002,134,남영,1,남영역,3130,197441,449045
1002,134,남영,1,남영역,3111,197498,449137
1002,134,남영,1,남영역,3110,197520,449172
1002,134,남영,1,숙대입구역,3009,197574,449314
426,426,서울,4,서울역,2119,197470,450945
426,426,서울,4,서울역,2245,197544,450604
426,426,서울,4,서울역,2243,197545,450628
426,426,서울,4,서울역,2673,197552,450619
426,426,서울,4,서울역,2643,197557,450603
426,426,서울,4,서울역,2649,197558,450628
426,426,서울,4,서울역,2665,197603,450926
426,426,서울,4,숭례문시청방향,2123,197677,450942
426,426,서울,4,서울역,3198,197684,450454
426,426,서울,4,남대문경찰서,2218,197748,450461
427,427,숙대입구,4,숙대입구,3129,197373,449550
427,427,숙대입구,4,숙대입구,3330,197396,449452
427,427,숙대입구,4,숙대입구역,3128,197419,449546
427,427,숙대입구,4,숙대입구역,3229,197426,449430
427,427,숙대입구,4,갈월동4호선숙대입구,3327,197491,449644
427,427,숙대입구,4,숙대입구역,3010,197547,449365
427,427,숙대입구,4,남영동,3109,197570,449410
427,427,숙대입구,4,숙대입구역,3009,197574,449314
427,427,숙대입구,4,남영우체국,3209,197604,449532
427,427,숙대입구,4,남영우체국,3208,197636,449517
317,327,경복궁,3,적선동,1127,197437,452918
317,327,경복궁,3,적선동,1269,197453,452919
317,327,경복궁,3,경복궁역,1778,197467,452917
317,327,경복궁,3,경복궁역,1777,197483,452964
317,327,경복궁,3,적선동,1115,197545,453041
317,327,경복궁,3,경복궁역,1116,197568,453077
428,428,삼각지,4,삼각지역,3007,197704,448423
428,428,삼각지,4,삼각지역,3008,197717,448503
428,428,삼각지,4,삼각지역,3328,197751,448533
150,133,서울,1,서울역,2119,197470,450945
150,133,서울,1,서울역,2245,197544,450604
150,133,서울,1,서울역,2243,197545,450628
150,133,서울,1,서울역,2673,197552,450619
150,133,서울,1,서울역,2643,197557,450603
150,133,서울,1,서울역,2649,197558,450628
150,133,서울,1,서울역,2665,197603,450926
150,133,서울,1,서울역,2117,197625,450956
150,133,서울,1,숭례문시청방향,2123,197677,450942
150,133,서울,1,서울역,3198,197684,450454
150,133,서울,1,남대문경찰서,2218,197748,450461
150,133,서울,1,도동삼거리,2120,197888,450429
150,133,서울,1,후암3거리,3199,197931,450340
150,133,서울,1,남대문시장,2249,197933,450912
150,133,서울,1,회현역,2667,197947,450918
2629,628,삼각지,6,삼각지역,3007,197704,448423
2629,628,삼각지,6,삼각지역,3008,197717,448503
2629,628,삼각지,6,삼각지역,3328,197751,448533
430,430,이촌,4,이촌동한강맨션,3218,197602,446738
430,430,이촌,4,이촌역,3264,197732,446975
430,430,이촌,4,신용산초등학교,3219,197756,446705
430,430,이촌,4,이촌역,3263,197826,446975
1008,K111,이촌,K,이촌동한강맨션,3218,197602,446738
1008,K111,이촌,K,이촌역,3264,197732,446975
1008,K111,이촌,K,신용산초등학교,3219,197756,446705
1008,K111,이촌,K,이촌역,3263,197826,446975
201,201,시청,2,서소문,2133,197782,451524
201,201,시청,2,서소문,2134,197822,451575
201,201,시청,2,시청앞,2131,197873,451396
201,201,시청,2,시청앞,2132,197893,451475
201,201,시청,2,시청앞,2135,197933,451643
201,201,시청,2,시청앞,2128,197941,451451
201,201,시청,2,시청덕수궁,2662,197950,451776
151,132,시청,1,서소문,2133,197782,451524
151,132,시청,1,서소문,2134,197822,451575
151,132,시청,1,시청앞,2132,197893,451475
151,132,시청,1,시청앞,2135,197933,451643
151,132,시청,1,시청앞,2128,197941,451451
151,132,시청,1,시청덕수궁,2662,197950,451776
2534,533,광화문,5,광화문,1273,197847,452322
2534,533,광화문,5,광화문,1125,197856,452321
2534,533,광화문,5,광화문역,1276,197894,452264
2534,533,광화문,5,세종문화회관,1272,197910,452557
2534,533,광화문,5,광화문,1120,197914,452262
2534,533,광화문,5,세종문화회관,1126,197926,452484
2534,533,광화문,5,광화문,2661,197929,452206
2534,533,광화문,5,광화문광화문빌딩,1129,197929,452218
2534,533,광화문,5,광화문한국통신,1118,197997,452475
2534,533,광화문,5,교보빌딩앞,1119,197997,452510
1455,440,인덕원,4,인덕원사거리인덕원역,56037,197822,433711
1455,440,인덕원,4,인덕원사거리인덕원역,56035,197845,433743
1455,440,인덕원,4,인덕원사거리인덕원역,56044,197926,433471
1455,440,인덕원,4,인덕원사거리인덕원역,56610,198013,433713
4120,920,동작,9,국립현충원,20230,197928,444810
4120,920,동작,9,국립현충원,20134,197936,444864
4120,920,동작,9,국립현충원,20133,197960,444778
4120,920,동작,9,국립현충원,20231,197960,444836
425,425,회현,4,남대문시장악세사리전문상가,2124,197899,451014
425,425,회현,4,남대문시장,2249,197933,450912
425,425,회현,4,회현역,2667,197947,450918
425,425,회현,4,남대문시장,2146,198032,450922
425,425,회현,4,남대문시장,2145,198036,450976
431,431,동작,4,국립현충원,20230,197928,444810
431,431,동작,4,국립현충원,20134,197936,444864
431,431,동작,4,국립현충원,20133,197960,444778
431,431,동작,4,국립현충원,20231,197960,444836
2738,736,총신대입구(이수),7,남성초등학교,20183,198146,442784
2738,736,총신대입구(이수),7,남성초등학교,20182,198154,442752
2738,736,총신대입구(이수),7,사당1동중앙시장앞,20185,198249,442827
2738,736,총신대입구(이수),7,사당1동중앙시장앞,20184,198288,442818
2738,736,총신대입구(이수),7,방배경찰서,20139,198392,442796
2738,736,총신대입구(이수),7,태평백화점이수역,20138,198404,443056
2738,736,총신대입구(이수),7,태평백화점이수역,20226,198424,443277
2738,736,총신대입구(이수),7,이수역,22344,198457,443101
2738,736,총신대입구(이수),7,이수역,22267,198458,443154
226,226,사당,2,사당역,21161,198352,441796
226,226,사당,2,사당역,22241,198416,442143
226,226,사당,2,사당역,22242,198423,441675
432,432,총신대입구(이수),4,사당1동중앙시장앞,20185,198249,442827
432,432,총신대입구(이수),4,사당1동중앙시장앞,20184,198288,442818
432,432,총신대입구(이수),4,방배경찰서,20139,198392,442796
432,432,총신대입구(이수),4,태평백화점이수역,20138,198404,443056
432,432,총신대입구(이수),4,태평백화점이수역,20226,198424,443277
432,432,총신대입구(이수),4,이수역,22344,198457,443101
432,432,총신대입구(이수),4,이수역,22267,198458,443154
433,433,사당,4,사당역,21161,198352,441796
433,433,사당,4,사당역,22241,198416,442143
433,433,사당,4,사당역,22242,198423,441675
202,202,을지로입구,2,을지로입구,2157,198326,451849
202,202,을지로입구,2,롯데백화점,2140,198413,451657
202,202,을지로입구,2,을지로입구역광교,2246,198452,451991
202,202,을지로입구,2,명동국민은행앞,2253,198463,451668
202,202,을지로입구,2,우리은행종로지점,2139,198492,452003
152,131,종각,1,종로1가,1764,198307,452273
152,131,종각,1,종로1가,1188,198360,452273
152,131,종각,1,종로1가,1190,198360,452319
152,131,종각,1,조계사,1202,198484,452554
152,131,종각,1,제일은행본점,1201,198519,452425
152,131,종각,1,청계1가광교,2224,198554,452107
152,131,종각,1,청계1가광교,1174,198669,452133
152,131,종각,1,종로2가,1192,198670,452316
152,131,종각,1,종로2가,1765,198684,452318
152,131,종각,1,종로2가,1187,198714,452274
318,328,안국,3,종로경찰서(윤보선대통령가옥),1131,198594,452945
318,328,안국,3,인사동종로경찰서,1200,198609,452920
318,328,안국,3,안국역,1779,198700,453006
318,328,안국,3,안국역,1780,198720,452979
424,424,명동,4,명동입구,2150,198690,451276
424,424,명동,4,명동입구,2149,198817,451255
424,424,명동,4,서울애니메이션센터숭의여대,2221,198897,451015
424,424,명동,4,명동역,2669,198946,451304
2630,629,녹사평,6,녹사평역,3187,198702,448367
2630,629,녹사평,6,녹사평역,3186,198705,448400
4121,921,구반포,9,구반포,22792,199012,444712
4121,921,구반포,9,반포본동앞,22187,199043,444686
434,434,남태령,4,남태령역,21163,198857,440855
434,434,남태령,4,남태령역,21608,198935,440638
434,434,남태령,4,전원마을,22623,198962,440714
320,330,을지로3가,3,청계2가삼일교,2225,198988,452038
320,330,을지로3가,3,을지로2가,2159,199036,451835
320,330,을지로3가,3,을지로3가,2160,199151,451874
320,330,을지로3가,3,청계2가수표교,1175,199178,452105
320,330,을지로3가,3,을지로3가,2161,199235,451846
203,203,을지로3가,2,청계2가삼일교,2225,198988,452038
203,203,을지로3가,2,을지로2가,2159,199036,451835
203,203,을지로3가,2,을지로3가,2160,199151,451874
203,203,을지로3가,2,청계2가수표교,1175,199178,452105
203,203,을지로3가,2,을지로3가,2161,199235,451846
1454,439,정부과천청사,4,정부과천청사,37006,199106,436349
1454,439,정부과천청사,4,정부과천청사,37018,199133,436321
1454,439,정부과천청사,4,과천전화국,37002,199273,436584
1454,439,정부과천청사,4,과천전화국,37017,199305,436573
2535,534,종로3가,5,종로3가,1183,199024,452280
2535,534,종로3가,5,종로3가,1194,199112,452333
2535,534,종로3가,5,종로3가,1767,199183,452338
2535,534,종로3가,5,종로3가,1182,199194,452288
2535,534,종로3가,5,종로3가,1768,199206,452289
2535,534,종로3가,5,청계3가관수교,1251,199452,452133
153,130,종로3가,1,종로3가,1183,199024,452280
153,130,종로3가,1,종로3가,1194,199112,452333
153,130,종로3가,1,종로3가,1767,199183,452338
153,130,종로3가,1,종로3가,1182,199194,452288
153,130,종로3가,1,종로3가,1768,199206,452289
153,130,종로3가,1,청계3가관수교,1251,199452,452133
319,329,종로3가,3,종로3가,1183,199024,452280
319,329,종로3가,3,종로3가,1194,199112,452333
319,329,종로3가,3,종로3가,1767,199183,452338
319,329,종로3가,3,종로3가,1182,199194,452288
319,329,종로3가,3,종로3가,1768,199206,452289
319,329,종로3가,3,청계3가관수교,1251,199452,452133
321,331,충무로,3,퇴계로3가한옥마을한국의집,2151,199270,451303
321,331,충무로,3,퇴계로3가한옥마을한국의집,2152,199336,451265
321,331,충무로,3,초동,2155,199392,451539
321,331,충무로,3,매일경제,2242,199414,451345
321,331,충무로,3,대한극장앞,2153,199551,451304
423,423,충무로,4,퇴계로3가한옥마을한국의집,2151,199270,451303
423,423,충무로,4,퇴계로3가한옥마을한국의집,2152,199336,451265
423,423,충무로,4,초동,2155,199392,451539
423,423,충무로,4,매일경제,2242,199414,451345
423,423,충무로,4,대한극장앞,2153,199551,451304
2737,735,내방,7,방배보건분소,22231,199479,443025
2737,735,내방,7,방배보건분소,22230,199505,443042
2631,630,이태원,6,해밀턴호텔,3190,199382,448340
2631,630,이태원,6,해밀턴호텔,3191,199396,448314
2631,630,이태원,6,보광동입구,3283,199479,448241
2631,630,이태원,6,보광동입구,3284,199495,448242
4122,922,신반포,9,반포2동주민센터,22201,199506,444823
4122,922,신반포,9,반포2동주민센터,22364,199559,444842
4122,922,신반포,9,신반포,22791,199594,444888
4122,922,신반포,9,반포2동주민센터,22363,199765,444951
4122,922,신반포,9,반포2동주민센터,22200,199798,444963
1453,438,과천,4,과천도서관,37004,199523,436930
1453,438,과천,4,과천도서관,37016,199534,436886
204,204,을지로4가,2,을지로4가,2162,199667,451906
204,204,을지로4가,2,청계4가세운교,1176,199691,452152
204,204,을지로4가,2,을지로4가,2163,199723,451878
204,204,을지로4가,2,청계4가배오개다리,2226,199752,452110
204,204,을지로4가,2,광장시장,1247,199802,452221
204,204,을지로4가,2,중구청앞,2164,199837,451698
204,204,을지로4가,2,청계5가광장시장,1177,199924,452203
204,204,을지로4가,2,을지로5가,2165,199936,451924
2536,535,을지로4가,5,을지로4가,2162,199667,451906
2536,535,을지로4가,5,청계4가세운교,1176,199691,452152
2536,535,을지로4가,5,을지로4가,2163,199723,451878
2536,535,을지로4가,5,청계4가배오개다리,2226,199752,452110
2536,535,을지로4가,5,광장시장,1247,199802,452221
2536,535,을지로4가,5,청계5가광장시장,1177,199924,452203
2536,535,을지로4가,5,을지로5가,2165,199936,451924
225,225,방배,2,방림시장,22232,199661,442673
225,225,방배,2,방림시장,22229,199695,442673
1450,435,선바위,4,선바위역,37023,200071,439101
1450,435,선바위,4,선바위역,37027,200106,439207
154,129,종로5가,1,종로5가,1179,199989,452350
154,129,종로5가,1,종로5가,1178,199999,452351
154,129,종로5가,1,종로5가,1206,200044,452400
154,129,종로5가,1,청계5가방산시장,2227,200061,452182
154,129,종로5가,1,종로5가효제초등,1205,200190,452597
154,129,종로5가,1,종로5가,1212,200193,452340
154,129,종로5가,1,종로6가,1207,200199,452408
154,129,종로5가,1,청계6가동대문시장,1213,200253,452259
154,129,종로5가,1,동대문종합시장종로6가,1771,200284,452366
154,129,종로5가,1,종로6가,1216,200316,452367
420,420,혜화,4,혜화역서울연극센터(장면총리가옥),1228,200113,453879
420,420,혜화,4,혜화역동성중고(장면총리가옥),1229,200153,453894
420,420,혜화,4,혜화역서울대병원입구,1221,200173,453506
420,420,혜화,4,혜화역마로니에공원,1220,200203,453512
2632,631,한강진,6,한강진역,3196,200148,449050
2632,631,한강진,6,한강진역,3197,200187,449045
2632,631,한강진,6,시립한남직업학교,3161,200282,449078
2632,631,한강진,6,시립한남직업학교,3160,200314,449124
2736,734,고속터미널,7,고속터미널호남선,22220,200235,445088
2736,734,고속터미널,7,고속터미널호남선,22210,200278,445151
2736,734,고속터미널,7,강남고속버스터미널,22793,200348,445183
2736,734,고속터미널,7,강남성모병원사거리,22215,200500,444812
2736,734,고속터미널,7,강남고속버스터미널,22794,200508,445193
2736,734,고속터미널,7,센트럴시티,22213,200551,444881
4123,923,고속터미널,9,고속터미널호남선,22220,200235,445088
4123,923,고속터미널,9,고속터미널호남선,22210,200278,445151
4123,923,고속터미널,9,강남고속버스터미널,22793,200348,445183
4123,923,고속터미널,9,강남고속버스터미널,22794,200508,445193
329,339,고속터미널,3,고속터미널호남선,22220,200235,445088
329,339,고속터미널,3,고속터미널호남선,22210,200278,445151
329,339,고속터미널,3,강남고속버스터미널,22793,200348,445183
329,339,고속터미널,3,강남성모병원사거리,22215,200500,444812
329,339,고속터미널,3,강남고속버스터미널,22794,200508,445193
329,339,고속터미널,3,센트럴시티,22213,200551,444881
2537,536,동대문역사문화공원,5,퇴계로6가,2206,200339,451570
2537,536,동대문역사문화공원,5,퇴계로6가,2205,200352,451537
2537,536,동대문역사문화공원,5,을지로6가,2169,200565,451843
2537,536,동대문역사문화공원,5,광희동,2170,200638,451728
2537,536,동대문역사문화공원,5,광희동,2171,200710,451738
322,332,동대입구,3,동대입구역장충동,2222,200477,450961
322,332,동대입구,3,장충동동국대입구,2204,200499,451242
322,332,동대입구,3,장충동동국대입구,2203,200523,451237
322,332,동대입구,3,장충체육관앞,2201,200688,451000
322,332,동대입구,3,장충체육관앞,2202,200692,450946
419,419,한성대입구,4,삼선교성북문화원,8236,200472,454368
419,419,한성대입구,4,삼선교성북문화원,8237,200513,454386
419,419,한성대입구,4,한성대입구,8239,200639,454397
419,419,한성대입구,4,한성대입구,8238,200677,454376
419,419,한성대입구,4,삼선교한성대학교,8010,200740,454421
2633,632,버티고개,6,버티고개,2237,200515,449781
2633,632,버티고개,6,버티고개,2236,200533,449814
2633,632,버티고개,6,송도병원앞,2198,200654,450084
2633,632,버티고개,6,송도병원앞,2197,200682,450088
422,422,동대문역사문화공원,4,을지로6가,2169,200565,451843
422,422,동대문역사문화공원,4,광희동,2170,200638,451728
422,422,동대문역사문화공원,4,광희동,2171,200710,451738
422,422,동대문역사문화공원,4,동대문운동장,2173,200739,451984
422,422,동대문역사문화공원,4,동대문운동장,2174,200779,451973
422,422,동대문역사문화공원,4,동대문운동장,2235,200805,451768
205,205,동대문역사문화공원,2,을지로6가,2169,200565,451843
205,205,동대문역사문화공원,2,광희동,2170,200638,451728
205,205,동대문역사문화공원,2,광희동,2171,200710,451738
205,205,동대문역사문화공원,2,동대문운동장,2173,200739,451984
205,205,동대문역사문화공원,2,동대문운동장,2174,200779,451973
205,205,동대문역사문화공원,2,동대문운동장,2235,200805,451768
224,224,서초,2,서초역,22135,200643,443751
224,224,서초,2,서초역,22379,200694,443488
224,224,서초,2,서초역,22136,200771,443615
155,128,동대문,1,청계6가버들다리,1252,200711,452270
155,128,동대문,1,동대문,1214,200744,452469
155,128,동대문,1,청계6가오간수교,2241,200799,452221
155,128,동대문,1,동대문운동장,2175,200874,452106
155,128,동대문,1,동대문,1237,200989,452490
155,128,동대문,1,동대문,1261,201091,452481
155,128,동대문,1,청계7가맑은내다리,1253,201145,452277
421,421,동대문,4,청계6가버들다리,1252,200711,452270
421,421,동대문,4,동대문,1214,200744,452469
421,421,동대문,4,청계6가오간수교,2241,200799,452221
421,421,동대문,4,동대문,1237,200989,452490
421,421,동대문,4,동대문,1261,201091,452481
2634,633,약수,6,약수동,2196,200823,450375
2634,633,약수,6,약수동,2195,200881,450487
2634,633,약수,6,약수동사거리,2191,200986,450722
2634,633,약수,6,약수동사거리,2192,201007,450696
2634,633,약수,6,동호터널입구,2194,201049,450384
2634,633,약수,6,동호터널입구,2193,201093,450392
323,333,약수,3,약수동,2196,200823,450375
323,333,약수,3,약수동,2195,200881,450487
323,333,약수,3,약수동사거리,2191,200986,450722
323,333,약수,3,약수동사거리,2192,201007,450696
323,333,약수,3,동호터널입구,2194,201049,450384
323,333,약수,3,동호터널입구,2193,201093,450392
2735,733,반포,7,고속터미널,22211,200828,445205
2735,733,반포,7,반포역,22371,201025,445527
2735,733,반포,7,반포주공3단지,22184,201088,445451
328,338,잠원,3,잠원역거목상가,22370,200931,445872
328,338,잠원,3,잠원역매일상가,22369,201106,445979
328,338,잠원,3,잠원역매일상가,22377,201161,445984
2538,537,청구,5,신당동청구역,2190,201152,451086
2538,537,청구,5,신당동청구역,2189,201169,451052
2538,537,청구,5,청구역,2212,201256,451161
2538,537,청구,5,청구역,2211,201295,451164
223,223,교대,2,교대역3,22134,201150,443801
223,223,교대,2,지하철3호선교대역,22161,201222,443602
223,223,교대,2,지하철3호선교대역,22101,201256,443599
